-1.559985000000000000e+05,4.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,4.500000000000000000e+03,5.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,2.500000000000000000e+03,2.500000000000000000e+03,2.500000000000000000e+03,2.500000000000000000e+03,2.500000000000000000e+03
4.500000000000000000e+03,-1.424985000000000000e+05,4.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
4.000000000000000000e+03,4.000000000000000000e+03,-1.309985000000000000e+05,3.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03
4.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,-1.289985000000000000e+05,3.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03
3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,-1.184985000000000000e+05,3.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03
4.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,3.000000000000000000e+03,-1.289985000000000000e+05,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03
4.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,-1.444985000000000000e+05,3.500000000000000000e+03,4.000000000000000000e+03,4.500000000000000000e+03,4.500000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
4.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,-1.289985000000000000e+05,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03
4.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,-1.394985000000000000e+05,4.000000000000000000e+03,4.500000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
4.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,3.500000000000000000e+03,4.500000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,-1.444985000000000000e+05,4.500000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,3.500000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,4.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
